ID,date,home_team,away_team,home_score,away_score,competition,stadium,city,country,neutral,world_cup,winner
1736,2003-06-14,New Zealand,England,13,15,2003 England rugby union tour of Australasia,Westpac Stadium,Wellington,New Zealand,False,False,away_team
1737,2003-06-14,Australia,Wales,30,10,2003 Wales tour of Australia and New Zealand,Stadium Australia,Sydney,Australia,False,False,home_team
1738,2003-06-20,Argentina,France,33,32,2003 France tour of Argentina and New Zealand,José Amalfitani Stadium,Buenos Aires,Argentina,False,False,home_team
1739,2003-06-21,Australia,England,14,25,2003 England tour of Australia and New Zealand,Docklands Stadium,Melbourne,Australia,False,False,away_team
1740,2003-06-21,New Zealand,Wales,55,3,2003 Wales tour of Australia and New Zealand,Waikato Stadium,Hamilton,New Zealand,False,False,home_team
1741,2003-06-28,New Zealand,France,31,23,2003 French tour,Jade Stadium,Christchurch,New Zealand,False,False,home_team
1742,2003-06-28,South Africa,Argentina,26,25,2003 Argentina tour of South Africa,Boet Erasmus Stadium,Port Elizabeth,South Africa,False,False,home_team
1743,2003-07-12,South Africa,Australia,26,22,2003 Tri Nations Series,Newlands Stadium,Cape Town,South Africa,False,False,home_team
1744,2003-07-19,South Africa,New Zealand,16,52,2003 Tri Nations Series,Loftus Versfeld Stadium,Pretoria,South Africa,False,False,away_team
1745,2003-07-26,Australia,New Zealand,21,50,2003 Tri Nations Series,Stadium Australia,Sydney,Australia,False,False,away_team
1746,2003-08-02,Australia,South Africa,29,9,2003 Tri Nations Series,Lang Park,Brisbane,Australia,False,False,home_team
1747,2003-08-09,New Zealand,South Africa,19,11,2003 Tri Nations Series,Carisbrook,Dunedin,New Zealand,False,False,home_team
1748,2003-08-16,New Zealand,Australia,21,17,2003 Tri Nations Series,Eden Park,Auckland,New Zealand,False,False,home_team
1749,2003-08-16,Ireland,Wales,35,12,2003 Rugby World Cup warm-up tests,Lansdowne Road,Dublin,Ireland,False,False,home_team
1750,2003-08-23,Wales,England,9,43,2003 Rugby World Cup warm-up,Millennium Stadium,Cardiff,Wales,False,False,away_team
1751,2003-08-23,Scotland,Italy,47,15,2003 Rugby World Cup warm-up matches,Murrayfield,Edinburgh,Scotland,False,False,home_team
1752,2003-08-30,France,England,17,16,2003 Rugby World Cup warm-up,Stade Vélodrome,Marseille,France,False,False,home_team
1753,2003-08-30,Ireland,Italy,61,6,2003 Rugby World Cup warm-up matches,Thomond Park,Limerick,Ireland,False,False,home_team
1754,2003-08-30,Wales,Scotland,23,9,2003 Rugby World Cup warm-up,Millennium Stadium,Cardiff,Wales,False,False,home_team
1755,2003-09-06,Scotland,Ireland,10,29,2003 Rugby World Cup warm-up tests,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
1756,2003-09-06,England,France,45,14,2003 Rugby World Cup warm-up,Twickenham,London,England,False,False,home_team
1757,2003-10-10,Australia,Argentina,24,8,2003 Rugby World Cup Pool match,Stadium Australia,Sydney,Australia,False,True,home_team
1758,2003-10-11,New Zealand,Italy,70,7,2003 Rugby World Cup,Colonial Stadium,Melbourne,Australia,True,True,home_team
1759,2003-10-18,England,South Africa,25,6,2003 Rugby World Cup Pool C,Subiaco Oval,Perth,Australia,True,True,home_team
1760,2003-10-25,Italy,Wales,15,27,2003 Rugby World Cup Pool D,Bruce Stadium,Canberra,Australia,True,True,away_team
1761,2003-10-25,France,Scotland,51,9,2003 Rugby World Cup,Stadium Australia,Sydney,Australia,True,True,home_team
1762,2003-10-26,Ireland,Argentina,16,15,2003 Rugby World Cup,Adelaide Oval,Adelaide,Australia,True,True,home_team
1763,2003-11-01,Australia,Ireland,17,16,2003 Rugby World Cup Pool match,Docklands Stadium,Melbourne,Australia,False,True,home_team
1764,2003-11-02,New Zealand,Wales,53,37,2003 Rugby World Cup Pool match,Stadium Australia,Sydney,Australia,True,True,home_team
1765,2003-11-08,Australia,Scotland,33,16,2003 Rugby World Cup Quarter-final,Lang Park,Brisbane,Australia,False,True,home_team
1766,2003-11-09,England,Wales,28,17,2003 Rugby World Cup quarter-final,Lang Park,Brisbane,Australia,True,True,home_team
1767,2003-11-09,France,Ireland,43,21,2003 Rugby World Cup,Telstra Dome,Melbourne,Australia,True,True,home_team
1768,2003-11-09,New Zealand,South Africa,29,9,2003 Rugby World Cup,Docklands Stadium,Melbourne,Australia,True,True,home_team
1769,2003-11-15,Australia,New Zealand,22,10,2003 Rugby World Cup Semi-final,Stadium Australia,Sydney,Australia,False,True,home_team
1770,2003-11-16,England,France,24,7,2003 Rugby World Cup semi-final,Telstra Stadium,Sydney,Australia,True,True,home_team
1771,2003-11-20,New Zealand,France,40,13,2003 Rugby World Cup,Stadium Australia,Sydney,Australia,True,True,home_team
1772,2003-11-22,Australia,England,17,20,2003 Rugby World Cup Final,Stadium Australia,Sydney,Australia,False,True,away_team
1773,2004-02-14,France,Ireland,35,17,2004 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
1774,2004-02-14,Wales,Scotland,23,10,2004 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,home_team
1775,2004-02-15,Italy,England,9,50,2004 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False,away_team
1776,2004-02-21,France,Italy,25,0,2004 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
1777,2004-02-21,Scotland,England,13,35,2004 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
1778,2004-02-22,Ireland,Wales,36,15,2004 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1779,2004-03-06,Italy,Scotland,20,14,2004 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False,home_team
1780,2004-03-06,England,Ireland,13,19,2004 Six Nations Championship,Twickenham,London,England,False,False,away_team
1781,2004-03-07,Wales,France,22,29,2004 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,away_team
1782,2004-03-20,Ireland,Italy,19,3,2004 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1783,2004-03-20,England,Wales,31,21,2004 Six Nations Championship,Twickenham,London,England,False,False,home_team
1784,2004-03-21,Scotland,France,0,31,2004 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,away_team
1785,2004-03-27,Ireland,Scotland,37,16,2004 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1786,2004-03-27,Wales,Italy,44,10,2004 Six Nations,Millennium Stadium,Cardiff,Wales,False,False,home_team
1787,2004-03-27,France,England,24,21,2004 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
1788,2004-06-12,Argentina,Wales,50,44,2004 Wales tour of Argentina and South Africa,Estadio Monumental José Fierro,Tucumán,Argentina,False,False,home_team
1789,2004-06-12,New Zealand,England,36,3,2004 England rugby union tour of Australasia,Carisbrook,Dunedin,New Zealand,False,False,home_team
1790,2004-06-12,South Africa,Ireland,31,17,2004 Ireland rugby union tour of South Africa,Vodacom Park,Bloemfontein,South Africa,False,False,home_team
1791,2004-06-13,Australia,Scotland,35,15,2004 Scotland tour of Australia and New Zealand,Docklands Stadium,Melbourne,Australia,False,False,home_team
1792,2004-06-19,Argentina,Wales,20,35,2004 Wales tour of Argentina and South Africa,Vélez Sársfield,Buenos Aires,Argentina,False,False,away_team
1793,2004-06-19,New Zealand,England,36,12,2004 England rugby union tour of Australasia,Eden Park,Auckland,New Zealand,False,False,home_team
1794,2004-06-19,South Africa,Ireland,26,17,2004 Ireland rugby union tour of South Africa,Newlands,Cape Town,South Africa,False,False,home_team
1795,2004-06-19,Australia,Scotland,34,13,2004 Scotland tour of Australia and New Zealand,Stadium Australia,Sydney,Australia,False,False,home_team
1796,2004-06-26,New Zealand,Argentina,41,7,2004 Argentina tour of New Zealand and Europe,Waikato Stadium,Hamilton,New Zealand,False,False,home_team
1797,2004-06-26,Australia,England,51,15,2004 England tour of Australia and New Zealand,Lang Park,Brisbane,Australia,False,False,home_team
1798,2004-06-26,South Africa,Wales,53,18,Wales tour of Argentina and South Africa,Loftus Versfeld,Pretoria,South Africa,False,False,home_team
1799,2004-07-17,New Zealand,Australia,16,7,2004 Tri Nations Series,Wellington Regional Stadium,Wellington,New Zealand,False,False,home_team
1800,2004-07-24,New Zealand,South Africa,23,21,2004 Tri Nations Series,Lancaster Park,Christchurch,New Zealand,False,False,home_team
1801,2004-07-31,Australia,South Africa,30,26,2004 Tri Nations Series,Subiaco Oval,Perth,Australia,False,False,home_team
1802,2004-08-07,Australia,New Zealand,23,18,2004 Tri Nations Series,Stadium Australia,Sydney,Australia,False,False,home_team
1803,2004-08-14,South Africa,New Zealand,40,26,2004 Tri Nations Series,Ellis Park,Johannesburg,South Africa,False,False,home_team
1804,2004-08-21,South Africa,Australia,23,19,2004 Tri Nations Series,Kings Park Stadium,Durban,South Africa,False,False,home_team
1805,2004-11-06,Scotland,Australia,14,31,2004 Autumn International,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
1806,2004-11-06,Wales,South Africa,36,38,2004 end-of-year test,Millennium Stadium,Cardiff,Wales,False,False,away_team
1807,2004-11-13,Italy,New Zealand,10,59,2004 end-of-year internationals,Stadio Flaminio,Rome,Italy,False,False,away_team
1808,2004-11-13,Ireland,South Africa,17,12,2004 end-of-year test,Lansdowne Road,Dublin,Ireland,False,False,home_team
1809,2004-11-13,France,Australia,27,14,2004 Autumn International,Stade de France,Saint-Denis,France,False,False,home_team
1810,2004-11-20,England,South Africa,32,16,2004 Autumn International,Twickenham,London,England,False,False,home_team
1811,2004-11-20,France,Argentina,14,24,2004 Autumn International,Stade Vélodrome,Marseille,France,False,False,away_team
1812,2004-11-20,Scotland,Australia,17,31,2004 Autumn International,Hampden Park,Glasgow,Scotland,False,False,away_team
1813,2004-11-20,Wales,New Zealand,25,26,2004 Autumn International,Millennium Stadium,Cardiff,Wales,False,False,away_team
1814,2004-11-27,Scotland,South Africa,10,45,2004 Autumn Internationals,Murrayfield,Edinburgh,Scotland,False,False,away_team
1815,2004-11-27,France,New Zealand,6,45,2004 end of year rugby union tests,Stade de France,Saint-Denis,France,False,False,away_team
1816,2004-11-27,England,Australia,19,21,2004 Autumn International,Twickenham Stadium,London,England,False,False,away_team
1817,2004-11-27,Ireland,Argentina,21,19,2004 Autumn Internationals,Lansdowne Road,Dublin,Ireland,False,False,home_team
1818,2004-12-04,Argentina,South Africa,7,39,2004 end-of-year test,Vélez Sársfield,Buenos Aires,Argentina,False,False,away_team
1819,2005-02-05,Wales,England,11,9,2005 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,home_team
1820,2005-02-06,Italy,Ireland,17,28,2005 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False,away_team
1821,2005-02-12,Italy,Wales,8,38,2005 Six Nations,Stadio Flaminio,Rome,Italy,False,False,away_team
1822,2005-02-12,Scotland,Ireland,13,40,2005 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
1823,2005-02-14,England,France,17,18,2005 Six Nations Championship,Twickenham,London,England,False,False,away_team
1824,2005-02-26,Scotland,Italy,18,10,2005 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,home_team
1825,2005-02-26,France,Wales,18,24,2005 Six Nations Championship,Stade de France,Paris,France,False,False,away_team
1826,2005-02-27,Ireland,England,19,13,2005 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1827,2005-03-05,France,Scotland,16,9,2005 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
1828,2005-03-12,England,Italy,39,7,2005 Six Nations Championship,Twickenham,London,England,False,False,home_team
1829,2005-03-12,Ireland,France,19,26,2005 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
1830,2005-03-13,Scotland,Wales,22,46,2005 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
1831,2005-03-19,England,Scotland,43,22,2005 Six Nations Championship,Twickenham Stadium,London,England,False,False,home_team
1832,2005-03-19,Italy,France,13,56,2005 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False,away_team
1833,2005-03-19,Wales,Ireland,32,20,2005 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,home_team
1834,2005-06-11,Argentina,Italy,35,21,2005 Italy rugby union tour of Argentina,Padre Ernesto Martearena,Salta,Argentina,False,False,home_team
1835,2005-06-17,Argentina,Italy,29,30,2005 Italy rugby union tour of Argentina,Estadio Olímpico,Córdoba,Argentina,False,False,away_team
1836,2005-06-18,South Africa,France,30,30,2005 France rugby union tour,ABSA Stadium,Durban,South Africa,False,False,
1837,2005-06-25,Australia,Italy,69,21,2005 Italy tour of Argentina and Australia,Docklands Stadium,Melbourne,Australia,False,False,home_team
1838,2005-06-25,South Africa,France,27,13,2005 France rugby union tour,Boet Erasmus Stadium,Port Elizabeth,South Africa,False,False,home_team
1839,2005-07-02,Australia,France,37,31,2005 France tour of South Africa and Australia,Lang Park,Brisbane,Australia,False,False,home_team
1840,2005-07-09,Australia,South Africa,30,12,2005 Summer International,Stadium Australia,Sydney,Australia,False,False,home_team
1841,2005-07-23,South Africa,Australia,33,20,2005 Summer International,Ellis Park Stadium,Johannesburg,South Africa,False,False,home_team
1842,2005-07-30,South Africa,Australia,22,16,2005 Tri Nations Series,Loftus Versfeld Stadium,Pretoria,South Africa,False,False,home_team
1843,2005-08-06,South Africa,New Zealand,22,16,2005 Tri Nations Series,Newlands,Cape Town,South Africa,False,False,home_team
1844,2005-08-13,Australia,New Zealand,13,30,2005 Tri Nations Series,Stadium Australia,Sydney,Australia,False,False,away_team
1845,2005-08-20,Australia,South Africa,19,22,2005 Tri Nations Series,Subiaco Oval,Perth,Australia,False,False,away_team
1846,2005-08-27,New Zealand,South Africa,31,27,2005 Tri Nations Series,Carisbrook,Dunedin,New Zealand,False,False,home_team
1847,2005-09-03,New Zealand,Australia,34,24,2005 Tri Nations Series,Eden Park,Auckland,New Zealand,False,False,home_team
1848,2005-11-05,Wales,New Zealand,3,41,2005 Autumn International,Millennium Stadium,Cardiff,Wales,False,False,away_team
1849,2005-11-05,France,Australia,26,16,2005 Autumn International,Stade Vélodrome,Marseille,France,False,False,home_team
1850,2005-11-05,Argentina,South Africa,23,34,2005 end-of-year test,José Amalfitani Stadium,Buenos Aires,Argentina,False,False,away_team
1851,2005-11-12,Scotland,Argentina,19,23,2005 Autumn International,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
1852,2005-11-12,England,Australia,26,16,2005 Autumn International,Twickenham Stadium,London,England,False,False,home_team
1853,2005-11-12,Ireland,New Zealand,7,45,2005 New Zealand rugby union tour of Britain and Ireland,Lansdowne Road,Dublin,Ireland,False,False,away_team
1854,2005-11-19,England,New Zealand,19,23,2005 Autumn International,Twickenham,London,England,False,False,away_team
1855,2005-11-19,Ireland,Australia,14,30,2005 Autumn International,Lansdowne Road,Dublin,Ireland,False,False,away_team
1856,2005-11-19,Italy,Argentina,22,39,2005 end of year tests,Stadio Marassi,Genoa,Italy,False,False,away_team
1857,2005-11-19,Wales,South Africa,16,33,2005 end-of-year test,Millennium Stadium,Cardiff,Wales,False,False,away_team
1858,2005-11-26,France,South Africa,26,20,2005 Autumn International,Stade de France,Saint-Denis,France,False,False,home_team
1859,2005-11-26,Wales,Australia,24,22,2005 Autumn International,Millennium Stadium,Cardiff,Wales,False,False,home_team
1860,2005-11-26,Scotland,New Zealand,10,29,2005 end of year rugby union tests,Murrayfield,Edinburgh,Scotland,False,False,away_team
1861,2006-02-04,Ireland,Italy,26,16,2006 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1862,2006-02-04,England,Wales,47,13,2006 Six Nations Championship,Twickenham,London,England,False,False,home_team
1863,2006-02-05,Scotland,France,20,16,2006 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,home_team
1864,2006-02-11,Italy,England,16,31,2006 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False,away_team
1865,2006-02-11,France,Ireland,43,31,2006 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
